"Friends of Friends";"Arkadaşlarımın Arkadaşları"
"Friends Only";"Sadece Arkadaşlarım"
"  'Friends &amp";"Ağlar' => 'Arkadaşlar &amp"
"Friends & Networks";"Arkadaşlarım ve Ağlar"
"Friends &amp; Networks";"Arkadaşlarım  &amp;  Ağlar"
"My Friends & Networks";"Arkadaşlarım ve Ağlar"
"Only Me";"Sadece Ben"
"_INVITE_EMAIL_CONTENT_CAN_BE_FOUND_IN_THE_FILE";"custom.csv"
"Custom";"Özel"
"View All Updates";"Tüm Bildirimleri Gör"
"friendship";"arkadaşlık"
"Friendships";"Arkadaşlıklar"
"Add to My Friends";"Arkadaşı Ekle"
"Friends and Networks";"Ağdaki Arkadaşlarım"
"Only My Friends";"Sadece Arkadaşlarım"
"Friends:";"Arkadaşlar:"
"Friend: %s";"Arkadaşlar: %s"
"Tag Friends";"Arkadaşlarını Etiketle"
"Tagged Friends";"Etiketlenmiş Arkadaşlar"
"Friends";"Arkadaşlar"
"My Friends";"Arkadaşlarım"
"All Updates";"Tümü"
" Photos";"Fotoğraflar"
"photo";"fotoğraf"
"&#187; Photos";"&#187; Fotoğraflar"
"%s photo";"%s fotoğraf"
"Photos";"Fotoğraflar"
"post";"mesaj";"mesaj"
"Music";"Müzik"
"Videos";"Videolar"
"video";"video"
"Posts";"Mesajlar"
"like";"beğen"
"unlike";"beğenmekten vazgeç"
"Like";"Beğen"
"Unlike";"Beğenmekten Vazgeç"
"You like this.";"Bunu beğendin."
"comment";"yorum"
"Comment";"Yorum Yap"
"_CORE_ADMIN_STATS_CORE_COMMENTS";"Yorumlar"
"ADVACADV_SHARE";"Paylaş"
"%s Members Online";"%s Üye Çevrimiçi";"%s Üye Çevrimiçi"
"{item:$subject} has just signed up. Say hello!";"{item:$subject} az önce üye oldu. Merhaba de!"
"{item:$subject} added {var:$count} photo(s) to the album {item:$object}:";"{item:$subject}, {item:$object} albümüne {var:$count} fotoğraf ekledi:"
"{item:$subject} is now friends with {item:$object}.";"{item:$subject} ve {item:$object} arkadaş oldular."
"There are no more posts to show.";"Gösterilecek başka paylaşım yok."
"You and {item:$subject} are now friends.";"Sen ve {item:$subject} arkadaş oldunuz."
"Recent Updates";"Yeni Bildirimler"
"My Request (%d)";"Talepler (%d)";"Talepler (%d)"
"You have no requests.";"Şu anda hiçbir talep yok."
"Like this item";"Bunu beğen"
"Leave a comment";"Yorum yaz"
"Share this by re-posting it with your own message.";"Kendi mesajını da ekleyerek bunu yeniden paylaş."
"Name";"İsim"
"Gender";"Cinsiyet"
"Age";"Yaş"
"Male";"Erkek"
"Female";"Kadın"
"Only Members With Photos";"Sadece Fotoğraflı Üyeler"
"Only Online Members";"Sadece Çevrimiçi Üyeler"
"%s member found.";"%s üye bulundu.";"%s üye bulundu."
"Remove Friend";"Arkadaşlarımdan Çıkar"
"Remove from Friends";"Arkadaşlarımdan Çıkar"
"Contact Us";"Bize Yazın"
"Contact";"İletişim"
"%s update";"%s bildirim";"%s bildirim"
"%s Update";"%s Bildirim";"%s Bildirim"
"updates";"paylaşımlar"
"0 Updates";"0 Paylaşım"
"You have no new updates.";"Hiç yeni paylaşım yok."
"Updates";"Paylaşımlar"
"Block Member";"Üyeyi Engelle"
"Unblock Member";"Engellemekten Vazgeç"
"Send Message";"Mesaj Gönder"
"Report";"Şikayet Et"
"Member Info";"Üyelik Bilgileri"
"Member Type:";"Üyelik Tipi:"
"Member Type";"Üyelik Tipi"
"Regular Member";"Normal Üye"
"Profile Views: %s view";"Profil Görüntüleme: %s kez"
"Profile Views:";"Profil Görüntüleme:"
"Profile Viewing Options";"Profil Görüntüleme Seçenekleri"
"Last Update: %s";"Son Hareket: %s"
"Last Update:";"Son Hareket:"
"Joined: %s";"Üyelik Tarihi: %s"
"Joined:";"Üyelik Tarihi:"
"views";"görüntüleme"
"Mobile Site";"Mobil Görünüm"
"Full Site";"Masaüstü Görünüm"
"Info";"Bilgiler"
"First Name";"Adı"
"Last Name";"Soyadı"
"Birthday";"Doğum Günü"
"Birthday:";"Doğum Günü:"
"Personal Information";"Kişisel Bilgiler"
"Contact Information";"İletişim Bilgileri"
"Website";"Web Sitesi"
"add to list";"listeye ekle"
"Your Photos";"Fotoğrafların"
"My Profile";"Profilin"
"Messages";"Mesajlar"
"Settings";"Ayarlar"
"sign out";"çıkış yap"
"Sign Out";"Çıkış Yap"
"_ACTIVITY_ACTIONTYPE_VIDEO_NEW";"Yeni video paylaştığımda"
"_ACTIVITY_ACTIONTYPE_COMMENT_VIDEO";"Videolarıma yapılan yorumlar"
"_ACTIVITY_ACTIONTYPE_SITEALBUM_COVER_UPDATE";"Albüm kapak fotoğrafı güncellemesi."
"_ACTIVITY_ACTIONTYPE_LOGIN";"Giriş yaptığımda"
"_ACTIVITY_ACTIONTYPE_LOGOUT";"Çıkış yaptığımda"
"_ACTIVITY_ACTIONTYPE_NETWORK_JOIN";"Bir ağa katıldığımda"
"_ACTIVITY_ACTIONTYPE_POST";"Birisinin profil sayfasına yazdığımda"
"_ACTIVITY_ACTIONTYPE_POST_SELF";"Kendi profil sayfamda birşey paylaştığımda"
"_ACTIVITY_ACTIONTYPE_PROFILE_PHOTO_UPDATE";"Fotoğrafımı değiştirdiğimde"
"_ACTIVITY_ACTIONTYPE_SIGNUP";"Üye olduğumda"
"_ACTIVITY_ACTIONTYPE_STATUS";"Durumumu güncellediğimde"
"_ACTIVITY_ACTIONTYPE_FIELDS_CHANGE_GENERIC";"Profilimi güncellediğimde"
"_ACTIVITY_ACTIONTYPE_FRIENDS";"Birisi ile arkadaş olduğumda"
"_ACTIVITY_ACTIONTYPE_FRIENDS_FOLLOW";"Birisini takip etmeye başladığımda"
"_ACTIVITY_ACTIONTYPE_SHARE";"Paylaşımda bulunduğumda"
"_ACTIVITY_ACTIONTYPE_ALBUM_PHOTO_NEW";"Yeni fotoğraf albümü oluşturduğumda"
"_ACTIVITY_ACTIONTYPE_COMMENT_ALBUM";"Fotoğraf albümüme yorum yapıldığında"
"_ACTIVITY_ACTIONTYPE_COMMENT_ALBUM_PHOTO";"Fotoğraflarıma yorum yapıldığında"
"_ACTIVITY_ACTIONTYPE_TAGGED";"Etiketlendiğimde"
"_ACTIVITY_ACTIONTYPE_EVENT_CREATE";"Yeni etkinlik oluşturduğumda"
"_ACTIVITY_ACTIONTYPE_EVENT_JOIN";"Bir etkinliğe katıldığımda"
"_ACTIVITY_ACTIONTYPE_EVENT_PHOTO_UPLOAD";"Bir etkinliğe fotoğraf yüklediğimde"
"_ACTIVITY_ACTIONTYPE_EVENT_TOPIC_CREATE";"Etkinlik forumunda yeni bir konu açtığımda"
"_ACTIVITY_ACTIONTYPE_EVENT_TOPIC_REPLY";"Bir etkinlik forum konusuna yanıt verdiğimde"
"_ACTIVITY_ACTIONTYPE_POST_SELF_PHOTO";"Kendi profilimde fotoğraflı bir durum güncellemesi yaptığımda"
"_ACTIVITY_ACTIONTYPE_POST_SELF_VIDEO";"Kendi profilimde videolu bir durum güncellemesi yaptığımda"
"_ACTIVITY_ACTIONTYPE_POST_SELF_LINK";"Kendi profilimde bağlantı içeren bir durum güncellemesi yaptığımda"
"_ACTIVITY_ACTIONTYPE_POST_SELF_MUSIC";"Kendi profilimde müzik içeren bir durum güncellemesi yaptığımda"
"ACTIVITY_TYPE_COMMENTED_VIDEO";"Yorum yaptığım videoya başka birisi yorum yaptığında."
"ACTIVITY_TYPE_COMMENTED_ALBUM";"Yorum yaptığım albüme başka birisi yorum yaptığında."
"ACTIVITY_TYPE_COMMENTED_ALBUM_PHOTO";"Yorum yaptığım fotoğrafa başka birisi yorum yaptığında."
"ACTIVITY_TYPE_COMMENTED_ACTIVITY_ACTION";"Yorum yaptığım aktiviteye başka birisi yorum yaptığında."
"ACTIVITY_TYPE_COMMENTED_CORE_LINK";"Yorum yaptığım bağlantıya başka birisi yorum yaptığında."
"ACTIVITY_TYPE_COMMENTED";"Paylaşımıma yorum yapıldığımda."
"ACTIVITY_TYPE_COMMENTED_COMMENTED";"Yorum yaptığım şeye yorum yapıldığında."
"ACTIVITY_TYPE_FRIEND_ACCEPTED";"Birisi arkadaşlık isteğimi yanıtladığında."
"ACTIVITY_TYPE_FRIEND_REQUEST";"Arkadaşlık talebi aldığımda."
"ACTIVITY_TYPE_FRIEND_FOLLOW";"Birisi beni takip etmeye başladığında."
"ACTIVITY_TYPE_FRIEND_FOLLOW_ACCEPTED";"Birisi takip etme talebimi kabul ettiğinde."
"ACTIVITY_TYPE_FRIEND_FOLLOW_REQUEST";"Birisi beni takip etmeyi talep ettiğinde."
"ACTIVITY_TYPE_LIKED_VIDEO";"Birisi beğendiğim videoya yorum yaptığında."
"ACTIVITY_TYPE_LIKED_ALBUM";"Birisi beğendiğim albüme yorum yaptığında."
"ACTIVITY_TYPE_LIKED_ALBUM_PHOTO";"Birisi beğendiğim fotoğrafa yorum yaptığında."
"ACTIVITY_TYPE_LIKED_ACTIVITY_ACTION";"Birisi beğendiğim aktiviteye yorum yaptığında."
"ACTIVITY_TYPE_LIKED_CORE_LINK";"Birisi beğendiğim bağlantıya yorum yaptığında."
"ACTIVITY_TYPE_LIKED_COMMENTED";"Birisi beğendiğim şeye yorum yaptığında."
"ACTIVITY_TYPE_MESSAGE_NEW";"Mesaj aldığımda."
"ADMIN_ACTIVITY_TYPE_POST_SELF_PHOTO";"Bir üye fotoğraf paylaştığında."
"ADMIN_ACTIVITY_TYPE_POST_SELF_VIDEO";"Bir üye video paylaştığında."
"ADMIN_ACTIVITY_TYPE_POST_SELF_LINK";"Bir üye bağlantı paylaştığında."
"ADMIN_ACTIVITY_TYPE_POST_SELF_MUSIC";"Bir üye müzik paylaştığında."
"ADMIN_ACTIVITY_TYPE_POST";"Bir üye başka bir üyenin profiline yazdığında."
"ADMIN_ACTIVITY_TYPE_POST_SELF";"Bir üye eklenti paylaştığında."
"ACTIVITY_TYPE_POST_COMMENTED_COMMENTED";"Birisi yorum yaptığım paylaşıma yorum yaptığında."
"ACTIVITY_TYPE_POST_LIKED_COMMENTED";"Birisi yorum yaptığım paylaşımı beğendiğinde."
"ACTIVITY_TYPE_POST_USER";"Birisi profilimde bir şey paylaştığında."
"ACTIVITY_TYPE_POST";"Başka birisinin profilinde paylaşımda bulunduğumda."
"ACTIVITY_TYPE_POST_SELF";"Bir eklenti paylaştığımda."
"ACTIVITY_TYPE_LIKED";"Birisi paylaşımımı beğendiğinde."
"ACTIVITY_TYPE_SHARED";"Zaman tüneline yazılan bir şey paylaşıldığında."
"ACTIVITY_TYPE_TAGGED";"Fotoğraflarda ya da başka bir yerde etiketlendiğimde."
"ACTIVITY_TYPE_AAF_TAGGED";"Paylaştığım içerik etiketlendiğinde."
"ADMIN_ACTIVITY_TYPE_EVENT_CREATE";"Birisi yeni bir etkinlik oluşturduğunda."
"ADMIN_ACTIVITY_TYPE_EVENT_JOIN";"Birisi bir etkinliğe katıldığında."
"ADMIN_ACTIVITY_TYPE_EVENT_PHOTO_UPLOAD";"Birisi etkinliğe fotoğraf eklediğinde."
"ADMIN_ACTIVITY_TYPE_EVENT_TOPIC_CREATE";"Birisi etkinliğe bir konu eklediğinde."
"ADMIN_ACTIVITY_TYPE_EVENT_TOPIC_REPLY";"Birisi etkinlik oknusunu yanıtladığında."
"ACTIVITY_TYPE_EVENT_ACCEPTED";"Bir etkinliğe katılım talebim yanıtlandığında."
"ACTIVITY_TYPE_EVENT_APPROVE";"Birisi oluşturduğum etkinliğe katılmak istediğinde."
"ACTIVITY_TYPE_EVENT_CREATE";"Yeni bir etkinlik oluşturulduğunda."
"ACTIVITY_TYPE_EVENT_TOPIC_CREATE";"Birisi yeni bir etkinlik konusu oluşturduğunda."
"ACTIVITY_TYPE_EVENT_TOPIC_REPLY";"Birisi etkinlik konusuna yanıt verdiğinde."
"ACTIVITY_TYPE_EVENT_DISCUSSION_REPLY";"Birisi yanıtladığım etkinlik forum konusuna yanıt verdiğinde."
"ACTIVITY_TYPE_EVENT_DISCUSSION_RESPONSE";"Birisi oluşturduğum etkinlik forum konusuna yanıt verdiğinde."
"ACTIVITY_TYPE_EVENT_INVITE";"Bir etkinlik daveti aldığımda."
"ACTIVITY_TYPE_EVENT_JOIN";"Birisi bit etkinliğe katıldığında."
"ACTIVITY_TYPE_EVENT_PHOTO_UPLOAD";"Birisi etkinliğe fotoğraf eklediğinde."
"My Settings";"Ayarların"
"General";"Genel"
"General Settings";"Genel Ayarlar"
"ACTIVITY_FORUM_ADMIN_SETTINGS_GENERAL_LENGTH_OPTION1";"5"
"ACTIVITY_FORUM_ADMIN_SETTINGS_GENERAL_LENGTH_OPTION2";"10"
"ACTIVITY_FORUM_ADMIN_SETTINGS_GENERAL_USERLENGTH_OPTION1";"5"
"ACTIVITY_FORUM_ADMIN_SETTINGS_GENERAL_USERLENGTH_OPTION2";"10"
"ACTIVITY_FORUM_ADMIN_SETTINGS_GENERAL_LIVEUPDATE_OPTION1";"30 saniye"
"ACTIVITY_FORUM_ADMIN_SETTINGS_GENERAL_LIVEUPDATE_OPTION4";"Hiç"
"Facebook Integration";"Facebook Entegrasyonu"
"Integrate with my Facebook";"Facebook hesabım ile entegre ol"
"Integrate with my Twitter";"Twitter hesabım ile entegre ol"
"Select the city closest to you that shares your same timezone.";"Bulunduğunuz yere en yakın şehri seçin."
"Default Timezone";"Ön Tanımlı Zaman Dilimi"
"Timezone";"Zaman Dilimi"
"Locale";"Dil Ayarları"
"Dates, times, and other settings will be displayed using this locale setting.";"Tarih, saat ve diğer bazı bilgiler dil ayarlarına göre görünecektir."
"Save Changes";"Değişiklikleri Kaydet"
"Privacy";"Gizlilik"
"ITEM_TYPE_NETWORK";"Ağlar"
"Notifications";"Duyurular"
"Subscriptions";"Abonelik"
"Change Password";"Şifreni Değiştir"
"Delete Account";"Üyelikten Ayrıl"
"Networks";"Ağlar"
"Subscription";"Abonelik"
"Terms of Service";"Kullanım Koşulları"
"Copyright &copy;%s";"&copy;%s Astrofotografi.net. Bu sitede yer alan içeriklerin tüm hakları saklıdır."
"_CORE_CONTACT_DESCRIPTION";"Eğer bize soru sormak ve/veya üyelikle ilgili bilgi almak istiyorsanız bu formu kullanabilirsiniz."
"Message";"Mesaj"
"%s at %s";"%s saat %s"
"Personal Details";"Kendinizden Bahsedin"
"About Me";"Hakkımda"
"Save";"Kaydet"
"All Members";"Tüm Üyeler"
"Personal Info";"Kişisel Bilgilerin"
"Edit My Photo";"Profil Fotoğrafın"
"Profile Style";"Profil Stilin"
"Add your own CSS code above to give your profile a more personalized look.";"Eğer nasıl yazılacağını biliyorsan, yukarıdaki kutuya profilinin farklı görünmesi için CSS kodu ekleyerek profil sayfanı özelleştirebilirsin."
"Save Styles";"Stili Kaydet"
"Current Photo";"Şu Anki Fotoğraf"
"Edit Thumbnail";"Küçük Resmi Düzenle"
"Choose New Photo";"Yeni Fotoğraf Seç"
"Save Photos";"Fotoğrafları Kaydet"
"Save Photo";"Fotoğrafı Kaydet"
" or ";"ya da "
"Remove Photo";"Fotoğrafı Sil"
"remove photo";"fotoğrafı sil"
"  'More &raquo";"' => 'Daha &raquo"
"Member Sign In";"Üye Girişi"
"If you already have an account, please enter your details below. If you don't have one yet, please <a href='%s'>sign up</a> first.";"Eğer üye iseniz aşağıdaki alanlara bilgileri giriniz. Eğer üye değilseniz, lütfen önce <a href='%s'>kayıt olun</a>."
"Value is required and can't be empty";"Lütfen bu alanı doldurun - girilmesi gereklidir."
"<span><a href='%s'>Forgot Password?</a></span>";"<span><a href='%s'>Şifremi Unuttum!</a></span>"
"_EMAIL_CORE_LOSTPASSWORD_TITLE";"Kayıp Şifre"
"Lost Password";"Kayıp Şifre"
"Send Emails";"E-Posta Gönder"
"Send Email";"E-Posta Gönder"
"cancel";"vazgeç"
"Cancel";"Vazgeç"
"USER_FORM_AUTH_FORGOT_DESCRIPTION";"Eğer şifrenizi unutttuğunuz için giriş yapamıyorsanız, lütfen e-posta adresinizi aşğıdaki alana yazınız."
"Human Verification";"İnsan Doğrulama"
"Please type the characters you see in the image.";"Lütfen resimde gördüğünüz karakterleri yazın."
"CAPTCHA_DESCRIPTION";"Lütfen resimde gördüğünüz karakterleri yazın."
"_CAPTCHA_DESCRIPTION";"Lütfen resimde gördüğünüz karakterleri yazın."
"Subscription Plan";"Üyelik Paketi"
"Please select a subscription plan from the list below.";"Lütfen aşağıdaki üyelik paketlerinden birini seçin."
"Choose Plan:";"Paketi Seç:"
"Manage Subscription Plans";"Üyelik Paketlerini Yönet"
"Create Subscription Plan";"Üyelik Paketi Oluştur"
"You have not yet selected a subscription plan. Please choose one now below.";"Hiçbir üyelik paketini seçmediniz. Lütfen aşağıdakilerden birini seçin."
"Free";"Ücretsiz"
"yearly";"yıllık"
"monthly";"aylık"
"Continue";"Devam Et"
"You will use your email address to login.";"Giriş yapmak için bu e-posta adresini kullanacaksınız."
"Invite Code";"Davet Kodu"
"_EMAIL_INVITE_CODE_TITLE";"Davet Kodu"
"Create Account";"Kayıt Ol"
"ADMIN_SIGNUP_STEP_USER_PLUGIN_SIGNUP_ACCOUNT";"Kayıt Ol"
"Step 1: Create Account";"Adım 1: Kayıt Ol"
"Passwords must be at least 6 characters in length.";"Şifreler en az 6 karakter olmalıdır."
"Profile Address";"Profil Adresi"
"This will be the end of your profile link, for example: <br /> <span id=""profile_address"">http://%s</span>";"Buraya yazdığınız isim profil bağlantınızın sonuna eklenir. Örneğin: <br /> <span id=""profile_address"">http://%s</span>"
"Enter your password again for confirmation.";"Onaylamak için şifrenizi tekrar yazın."
"Password Again";"Şifre (Tekrar)"
"Please make sure the ""password"" and ""password again"" fields match.";"Lütfen ""Şifre"" ve ""Şifre(Tekrar)"" alanlarına aynı şifreyi girdiğinizden emin olun. "
"Language";"Dil"
"I have read and agree to the <a target=""_blank"" href=""%s/help/terms"">terms of service</a>.";"<a target=""_blank"" href=""%s/help/terms"">Kullanım koşulları</a>'nı okudum, anladım ve kabul ediyorum."
"Invalid type given, value should be float, string, or integer";"Lütfen geçerli bir sayı giriniz"
"Invalid type given, value should be a string";"Lütfen geçerli bir kelime giriniz"
"'%value%' is not a valid email address in the basic format local-part@hostname";"Lütfen geçerli bir e-posta adresi giriniz"
"'%hostname%' is not a valid hostname for email address '%value%'";"Lütfen geçerli bir e-posta adresi giriniz"
"'%hostname%' does not appear to have a valid MX record for the email address '%value%'";"Lütfen geçerli bir e-posta adresi giriniz"
"'%localPart%' not matched against dot-atom format";"Lütfen geçerli bir e-posta adresi giriniz"
"'%localPart%' not matched against quoted-string format";"Lütfen geçerli bir e-posta adresi giriniz"
"'%localPart%' is not a valid local part for email address '%value%'";"Lütfen geçerli bir e-posta adresi giriniz"
"'%value%' exceeds the allowed length";"Lütfen geçerli bir e-posta adresi giriniz"
"'%value%' does not appear to be a float";"Lütfen geçerli bir sayı giriniz"
"Invalid type given, value should be a string or a integer";"Lütfen geçerli bir tamsayı giriniz"
"'%value%' does not appear to be an integer";"Lütfen geçerli bir tamsayı giriniz"
"Please enter a valid email address.";"Lütfen geçerli bir e-posta adresi giriniz."
"Please enter a valid profile address.";"Lütfen geçerli bir profil adresi giriniz."
"Please enter a valid password.";"Lütfen geçerli bir şifre giriniz."
"You must agree to the terms of service to continue.";"Devam etmek için kullanım koşullarını kabul etmelisiniz."
"%s hour ago";"%s saat önce";"%s saat önce"
"_EMAIL_CORE_CONTACT_SUBJECT";"Bir üye iletişim sayfasını kullanarak size mesaj gönderdi"
"_EMAIL_CORE_CONTACT_BODY";"[header]

[sender_title] iletişim sayfasını kullanarak size mesaj gönderdi:

Email : [sender_email]
Mesaj:
[message][error_report]

[footer]"
"_EMAIL_PAYMENT_SUBSCRIPTION_PENDING_SUBJECT";"Üyelik paketiniz beklemede"
"_EMAIL_PAYMENT_SUBSCRIPTION_PENDING_BODY";"[header]

Sosyal ağımıza üye olduğunuz için teşekkür ederiz! Üyelik paketiniz ödeme tamamlanıncaya kadar beklemede. Üyeliğiniz kısa süre içinde onaylanacak; hazır olunca sizi tekrar e-posta ile bilgilendireceğiz.
Sabrınız için şimdiden teşekkür ederiz.

[subscription_title]
[subscription_description]
[subscription_terms]

[footer]"
"Profile Information";"Profil Bilgileri"
"skip";"geç"
"Thanks for joining!";"Üye olduğunuz için teşekkür ederiz!"
"Welcome! A verification message has been sent to your email address with instructions on how to activate your account. Once you have clicked the link provided in the email and we have approved your account, you will be able to sign in.";"Hoşgeldiniz! E-Posta adresinize üyeliğinizi etkinleştirmek için yönergeleri içeren bir mesaj gönderdik. Üyeliğinizi etkinleştirdikten sonra hesabınızı onaylayacağız ve giriş yapabileceksiniz."
"Welcome! A verification message has been sent to your email address with instructions for activating your account. Once you have activated your account, you will be able to sign in.";"Hoşgeldiniz! E-Posta adresinize üyeliğinizi etkinleştirmek için yönergeleri içeren bir mesaj gönderdik. Üyeliğinizi etkinleştirdiğinizde giriş yapabileceksiniz."
"Welcome! Once we have approved your account, you will be able to sign in.";"Hoşgeldiniz! Üyeliğinizi onayladığımız zaman giriş yapabileceksiniz."
"OK, thanks!";"Tamam, teşekkür ederim!"
"Please sign in to continue..";"Devam etmek için lütfen giriş yapın..."
"Your changes have been saved.";"Değişiklikler kaydedildi."
"Your changes to this page have been saved.";"Bu sayfada yaptığınız değişiklikler kaydedildi."
"Your changes have been saved!";"Değişiklikler kaydedildi!"
"Changes saved";"Değişiklikler kaydedildi."
"Add Friend";"Arkadaşı Ekle"
"Cancel Request";"Talebi Geri Al"
"_CORE_ADMIN_STATS_ACTIVITY_POSTS";"Paylaşımlar"
"Save Feed";"Paylaşımı Kaydet"
"Saved Feeds";"Kayıtlı Paylaşımlar"
"Activity Feed";"Zaman Tüneli Paylaşımı"
"Activity Feeds";"Zaman Tüneli Paylaşımları"
"Activity Feed Settings";"Zaman Tüneli Ayarları"
"Feed Link";"Paylaşım Bağlantısı"
"Create a List";"Liste Oluştur"
"Hide";"Gizle"
"AAF_HIDE_USER_TYPE_TITLE";"Üyeler"
"AAF_HIDE_SITEPAGE_PAGE_TYPE_TITLE";"Sayfalar"
"Hide all by %s";"Tüm %s paylaşımlarını gizle"
"Report Feed";"Paylaşımı Şikayet Et"
"Unsaved Feed";"Kayıtlı Paylaşımlardan Çıkar"
"Edit Activity Feed Settings";"Zaman Tüneli Tercihlerini Düzenle"
"You have hidden Activity Feeds from:";"Şu kişinin paylaşımlarını gizlediniz:"
"You have not hidden activity feeds from any sources.";"Kimsenin zaman tüneli paylaşımlarını gizlemediniz."
"This story is now hidden from your Activity Feed.";"Bu paylaşım zaman tünelinizde gizlendi."
"Undo";"Geri Al"
"Unhide All Photos";"Tüm Fotoğrafları Gizlemekten Vazgeç"
"Unhide All";"Tümünü Gizlemekten Vazgeç"
"Hide all by ";"Bu kişiden gelenleri gizle: "
"Disable Comments";"Yoruma Kapat"
"Lock this Feed";"Bu Paylaşımı Kilitle"
"Unlock this Feed";"Bu Paylaşımın Kilitini Aç"
"This profile is private - only friends of this member may view it.";"Bu profil özeldir - sadece arkadaşları tarafından görülebilir."
"Enable Comments";"Yoruma Aç"
"Delete Feed";"Paylaşımı Sil"
"Compose Message";"Mesaj Oluştur"
"Create your new message with the form below. Your message can be addressed to up to 10 recipients.";"Mesajınızı aşağıdaki formu kullanarak yazın. Mesajınızı aynı anda 10 alıcıya kadar göndermeniz mümkündür."
"Send To";"Alıcı"
"Subject";"Konu"
"Subject:";"Konu:"
"<em>(No Subject)</em>";"<em>(Konu Yok)</em> "
"(No Subject)";"(Konu Yok)"
"Your message has been sent successfully.";"Mesajınız başarıyla gönderildi."
"Your message to your friend has been sent successfully.";"Arkadaşınıza yazdığınız mesaj başarıyla gönderildi."
"Your message was successfully sent.";"Mesajınız başarıyla gönderildi."
"My Messages";"Mesajların"
"You have %1$s new message, %2$s total";"%1$s yeni olmak üzere, toplam %2$s mesajın var";"%1$s yeni olmak üzere, toplam %2$s mesajın var"
"Tip: %1$sClick here%2$s to send your first message!";" İpucu: Yeni bir mesaj yazmak için %1$sburaya%2$s tıkla! "
"Inbox";"Gelen Kutusu"
"Sent Messages";"Giden Kutusu"
"You have 0 sent messages.";"Hiç gönderilmiş mesajınız yok."
